time,open,high,low,close,volume
2024-01-04T15:15:00.000Z,114.3257,114.9044,113.9958,114.5636,1349
2024-01-04T15:30:00.000Z,114.5636,114.7715,114.2950,114.5603,1350
2024-01-04T15:45:00.000Z,114.5603,115.3165,114.1356,114.8862,1351
2024-01-04T16:00:00.000Z,114.8862,115.1990,114.6225,114.8422,1352
2024-01-04T16:15:00.000Z,114.8422,115.6919,114.3360,115.1747,1353
2024-01-04T16:30:00.000Z,115.1747,115.5726,114.5898,115.2467,1354
2024-01-04T16:45:00.000Z,115.2467,115.7481,114.9763,115.2874,1355
2024-01-04T17:00:00.000Z,115.2874,115.9238,114.8576,115.5335,1356
2024-01-04T17:15:00.000Z,115.5335,115.9008,115.2194,115.6049,1357
2024-01-04T17:30:00.000Z,115.6049,116.0969,115.3641,115.7662,1358
2024-01-04T17:45:00.000Z,115.7662,116.3281,115.3454,115.6880,1359
